Topic,Words,Frequency,Timestamp,Name
34,"rock number theory, publish abc conjecture, publish abc, proof rock number, proof rock",1,2020-04-02 13:08:18.200000000,34_earth_nasa_asteroid_star
35,"impeachment, trump fire, atkinson, donald trump fire, michael atkinson",2,2020-04-02 13:08:18.200000000,35_impeachment_trump_trial_witness
37,"detail plan smear, smart articulate, memo detail plan, leak amazon memo, memo detail",1,2020-04-02 13:08:18.200000000,37_amazon_airlines_flight_airline
38,"volcano, earthquakes, puerto, rico, puerto rico",4,2020-04-02 13:08:18.200000000,38_earthquake_magnitude_magnitude earthq...
-1,"coronavirus, covid, lockdown, pandemic, new",457,2020-04-06 22:54:24.400000000,-1_coronavirus_covid_say_test
0,"china, coronavirus, wuhan, chinese, report",136,2020-04-06 22:54:24.400000000,0_china_coronavirus_chinese_wuhan
1,"pell, george pell, cardinal, george, cardinal george",79,2020-04-06 22:54:24.400000000,1_pakistan_india_school_coronavirus
2,"iran, isis, rocket, afghanistan, turkey",9,2020-04-06 22:54:24.400000000,2_iran_iraq_soleimani_iranian
3,"toll, deaths, death, death toll, record",33,2020-04-06 22:54:24.400000000,3_putin_death_toll_death toll
4,"trump, fund, coronavirus, trump say, hold fund",52,2020-04-06 22:54:24.400000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, face, wear, million",55,2020-04-06 22:54:24.400000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, pandemic, covid, world",29,2020-04-06 22:54:24.400000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, hamas, israelis, gaza, hamas arrest",15,2020-04-06 22:54:24.400000000,7_israel_palestinian_netanyahu_israeli
8,"dog, meat, pet, animals, animal",38,2020-04-06 22:54:24.400000000,8_dog_animals_meat_cat
9,"italy, mafia, coronavirus, italian, lockdown keep",20,2020-04-06 22:54:24.400000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris johnson, boris, intensive care, intensive",46,2020-04-06 22:54:24.400000000,10_johnson_boris_boris johnson_brexit
11,"imf, great depression, recession, depression, worst",30,2020-04-06 22:54:24.400000000,11_stock_economy_recession_market
12,"seat handle, eject fighter jet, jet accidentally grab, accidentally grab, grab bang seat",1,2020-04-06 22:54:24.400000000,12_plane_crash_iran_ukrainian
13,"brazil, yanomami, bolsonaro, indigenous, covid",11,2020-04-06 22:54:24.400000000,13_brazil_bolsonaro_brazilian_president
14,"chagang province, defense cost report, trump reject korea, chagang, pct share",2,2020-04-06 22:54:24.400000000,14_kim_jong_kim jong_north
15,"destroy cyclone harold, luganville, luganville destroy, luganville destroy cyclone, destroy cyclone",1,2020-04-06 22:54:24.400000000,15_australia_bushfires_australian_fire
16,"japan, tokyo, olympics, japanese, stimulus",15,2020-04-06 22:54:24.400000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, canadians, trudeau say, canadian",19,2020-04-06 22:54:24.400000000,17_canada_trudeau_canadian_covid
18,"taiwan, racist, chief, tedros, attack",33,2020-04-06 22:54:24.400000000,18_taiwan_china_tsai_support taiwan
19,"division, estonia, far right, teenager, terrorist",3,2020-04-06 22:54:24.400000000,19_germany_german_far right_right
20,"mexico, mexican, thousands mexico largely, largely halt asylum, mexico largely",10,2020-04-06 22:54:24.400000000,20_mexico_mexican_border_drug
21,"taliban, afghanistan, kill, talk, zero accountability accuse",3,2020-04-06 22:54:24.400000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, recover, test",9,2020-04-06 22:54:24.400000000,22_korea_south_south korea_north korea
23,"iran, request coronavirus aid, iran request coronavirus, block iran request, coronavirus aid imf",7,2020-04-06 22:54:24.400000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, cruise ship, passengers, crew",10,2020-04-06 22:54:24.400000000,24_cruise_ship_cruise ship_passengers
25,"have, way cut person, fewer kid key, group voluntary, voluntary human",4,2020-04-06 22:54:24.400000000,25_climate_carbon_emissions_climate chan...
26,"google, zoom, apple google, apple, facebook",18,2020-04-06 22:54:24.400000000,26_facebook_youtube_google_zoom
27,"venezuela, worsen, maduro, narco terrorists, near venezuela anti",4,2020-04-06 22:54:24.400000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, amp, putin, russian regions",6,2020-04-06 22:54:24.400000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, bcg, coronavirus vaccine ready, vaccine ready",7,2020-04-06 22:54:24.400000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, saudi, price, oil cut, tarim",12,2020-04-06 22:54:24.400000000,30_oil_price_oil price_saudi
31,"ice, global picture drone, suddenly regions start, glaciers billion tons, globe warm years",2,2020-04-06 22:54:24.400000000,31_ice_antarctica_melt_warm
32,"india, india say, coronavirus, unveil second, spar overwhelm",12,2020-04-06 22:54:24.400000000,32_india_coronavirus_lockdown_covid
33,"greece, greek, heritage migrants chop, refugees leave die, greek heritage",3,2020-04-06 22:54:24.400000000,33_greece_greek_migrants_turkey
34,"moon, telescope, nasa, black hole, moon mine",7,2020-04-06 22:54:24.400000000,34_earth_nasa_asteroid_star
37,"air travel, air, workers, amazon, close deep",3,2020-04-06 22:54:24.400000000,37_amazon_airlines_flight_airline
38,"erupt, volcano, krakatoa, earthquake, krakatau",7,2020-04-06 22:54:24.400000000,38_earthquake_magnitude_magnitude earthq...
39,"sanders, bernie, bernie sanders, sanders drop, bernie sanders drop",35,2020-04-06 22:54:24.400000000,39_sanders_bernie_bernie sanders_sanders...
40,"shoot winnipeg, old girl shoot, winnipeg police die, girl shoot winnipeg, girl shoot",1,2020-04-06 22:54:24.400000000,40_gun_shoot_assault_canada
42,"assange, prison, danger covid, grave danger covid, death confirm belmarsh",2,2020-04-06 22:54:24.400000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, say, lockdown, china",392,2020-04-11 08:40:30.600000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, virus",143,2020-04-11 08:40:30.600000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, school, religious, religious school, child",71,2020-04-11 08:40:30.600000000,1_pakistan_india_school_coronavirus
2,"iran, luxembourg, release luxembourg, turkey, rouhani",10,2020-04-11 08:40:30.600000000,2_iran_iraq_soleimani_iranian
3,"death toll, death, toll, deaths, pass",34,2020-04-11 08:40:30.600000000,3_putin_death_toll_death toll
4,"trump, fund, halt, coronavirus, halt fund",89,2020-04-11 08:40:30.600000000,4_trump_coronavirus_fund_white house
5,"mask, ventilators, face, ventilator, sell",18,2020-04-11 08:40:30.600000000,5_mask_face mask_face_ventilators
6,"coronavirus, come, covid patients, distance, coronavirus distance need",10,2020-04-11 08:40:30.600000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, ignore israel, officials refuse accusations, jews ignore israel, jews ignore",3,2020-04-11 08:40:30.600000000,7_israel_palestinian_netanyahu_israeli
8,"animals, zoo, meat, dog, german zoo",26,2020-04-11 08:40:30.600000000,8_dog_animals_meat_cat
9,"italy, deaths, surpass italy, overtake italy, overtake",19,2020-04-11 08:40:30.600000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris johnson, boris, owe life, hospital",15,2020-04-11 08:40:30.600000000,10_johnson_boris_boris johnson_brexit
11,"depression, economy, imf, great, great depression",21,2020-04-11 08:40:30.600000000,11_stock_economy_recession_market
12,"eject, fighter jet, fighter, accidentally, pensioner shoot",3,2020-04-11 08:40:30.600000000,12_plane_crash_iran_ukrainian
13,"brazil, bolsonaro, brazil coronavirus, ecuador, body collect police",12,2020-04-11 08:40:30.600000000,13_brazil_bolsonaro_brazilian_president
14,"korea, north, kim, north korea, jong",6,2020-04-11 08:40:30.600000000,14_kim_jong_kim jong_north
15,"news australia equivalent, australia equivalent, trump dam, equivalent trump dam, equivalent trump",1,2020-04-11 08:40:30.600000000,15_australia_bushfires_australian_fire
16,"japan, lounge, olympic, tokyo, olympics",10,2020-04-11 08:40:30.600000000,16_japan_tokyo_olympics_japanese
17,"canada, covid, canadians, ontario, trudeau",14,2020-04-11 08:40:30.600000000,17_canada_trudeau_canadian_covid
18,"taiwan, carrier, person, coronavirus warn person, show mail",16,2020-04-11 08:40:30.600000000,18_taiwan_china_tsai_support taiwan
19,"arrest, germany, isis, suspect, car evade",4,2020-04-11 08:40:30.600000000,19_germany_german_far right_right
20,"mexico, sell heroin lockdown, slow ensure access, medical gear amid, joggers nurse sell",4,2020-04-11 08:40:30.600000000,20_mexico_mexican_border_drug
21,"extremists northern, declare goal, mozambique declare goal, northern mozambique declare, mozambique declare",1,2020-04-11 08:40:30.600000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, test, positive",12,2020-04-11 08:40:30.600000000,22_korea_south_south korea_north korea
23,"iran, coronavirus, iran coronavirus, volume body iran, loan iran assistance",6,2020-04-11 08:40:30.600000000,23_iran_coronavirus_sanction_iran corona...
24,"ship, crew, cruise, navy, cruise ship",5,2020-04-11 08:40:30.600000000,24_cruise_ship_cruise ship_passengers
25,"climate, goals, paris climate, climate goals, paris",6,2020-04-11 08:40:30.600000000,25_climate_carbon_emissions_climate chan...
26,"google, zoom, hacker forums dark, sell hacker, account sell hacker",9,2020-04-11 08:40:30.600000000,26_facebook_youtube_google_zoom
27,"gasoline, venezuela, free years, gallon, venezuela free",2,2020-04-11 08:40:30.600000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, putin, ambulances, radiate",13,2020-04-11 08:40:30.600000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, ready september, vaccine ready, ready",17,2020-04-11 08:40:30.600000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, opec, cut, price, output",12,2020-04-11 08:40:30.600000000,30_oil_price_oil price_saudi
31,"longest animal discover, animal discover, longest animal, deep sea, ice",5,2020-04-11 08:40:30.600000000,31_ice_antarctica_melt_warm
32,"india, officer hand chop, hand chop, police officer hand, officer hand",6,2020-04-11 08:40:30.600000000,32_india_coronavirus_lockdown_covid
33,"turkey, impose hour lockdown, hour lockdown cities, countries world fight, aid countries world",2,2020-04-11 08:40:30.600000000,33_greece_greek_migrants_turkey
34,"object oumuamua, oumuamua, interstellar object oumuamua, interstellar object, interstellar",7,2020-04-11 08:40:30.600000000,34_earth_nasa_asteroid_star
37,"amazon, fire employees critical, critical warehouse, employees critical, warehouse work condition",5,2020-04-11 08:40:30.600000000,37_amazon_airlines_flight_airline
38,"erupt, earthquake, felt delhi ncr, anak krakatau trigger, felt delhi",3,2020-04-11 08:40:30.600000000,38_earthquake_magnitude_magnitude earthq...
39,"joe biden, joe, biden, drop, sanders",2,2020-04-11 08:40:30.600000000,39_sanders_bernie_bernie sanders_sanders...
40,"gun, crime, radio canada, administration gun shop, administration gun",3,2020-04-11 08:40:30.600000000,40_gun_shoot_assault_canada
41,"huawei, network, say disservice prevent, disservice, conservative party accuse",2,2020-04-11 08:40:30.600000000,41_huawei_network_giant huawei_giant
42,"assange, father children, father, assange father, embassy",8,2020-04-11 08:40:30.600000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, test, china, say",331,2020-04-15 18:26:36.800000000,-1_coronavirus_covid_say_test
0,"china, wuhan, coronavirus, lab, revise",158,2020-04-15 18:26:36.800000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, school, reopen, lockdown, india",53,2020-04-15 18:26:36.800000000,1_pakistan_india_school_coronavirus
2,"iran, army, war, want leverage aspire, day amid outbreak",6,2020-04-15 18:26:36.800000000,2_iran_iraq_soleimani_iranian
3,"deaths, death, coronavirus, putin, trump",30,2020-04-15 18:26:36.800000000,3_putin_death_toll_death toll
4,"trump, fund, coronavirus, mcmahon, vince mcmahon",30,2020-04-15 18:26:36.800000000,4_trump_coronavirus_fund_white house
5,"mask, ventilators, face mask, face, test kit",31,2020-04-15 18:26:36.800000000,5_mask_face mask_face_ventilators
6,"coronavirus, world coronavirus jan, coronavirus jan say, jan say response, jan say",23,2020-04-15 18:26:36.800000000,6_coronavirus_case_coronavirus case_pand...
7,"netanyahu, israel, palestinian, israeli, israelis protest",17,2020-04-15 18:26:36.800000000,7_israel_palestinian_netanyahu_israeli
8,"meat, animals, dog, food, cat",25,2020-04-15 18:26:36.800000000,8_dog_animals_meat_cat
9,"italy, crisis profit, italy mafia coronavirus, poor families prosecutors, near worst",3,2020-04-15 18:26:36.800000000,9_italy_italian_coronavirus_deaths
10,"celtic, bonnar, celtic flag, brexit, extension",5,2020-04-15 18:26:36.800000000,10_johnson_boris_boris johnson_brexit
11,"economy, recession, need, step prevent, great",13,2020-04-15 18:26:36.800000000,11_stock_economy_recession_market
12,"land safely kazakhstan, crew land safely, safely kazakhstan, land safely, iss crew land",1,2020-04-15 18:26:36.800000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazil, brazilian, president, health minister",25,2020-04-15 18:26:36.800000000,13_brazil_bolsonaro_brazilian_president
14,"north, korean, kim, north korean, korea",8,2020-04-15 18:26:36.800000000,14_kim_jong_kim jong_north
15,"hit grind daily, object tear sky, cambridgeshire minutes, cambridgeshire minutes hit, minutes hit grind",1,2020-04-15 18:26:36.800000000,15_australia_bushfires_australian_fire
16,"japan, tokyo, olympics, abe, tokyo olympics",12,2020-04-15 18:26:36.800000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, border, canadian, border restrictions",22,2020-04-15 18:26:36.800000000,17_canada_trudeau_canadian_covid
18,"taiwan, taiwan report zero, taiwan report, report zero new, report zero",9,2020-04-15 18:26:36.800000000,18_taiwan_china_tsai_support taiwan
19,"germany, plan attack, citizenship, plan, law immigrants",4,2020-04-15 18:26:36.800000000,19_germany_german_far right_right
20,"mexico, scramble virus, snarl global, virus snarl global, scramble virus snarl",14,2020-04-15 18:26:36.800000000,20_mexico_mexican_border_drug
21,"kill, score civilians kill, philippine troop, kill worsen, troop kill clash",5,2020-04-15 18:26:36.800000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, survivors retest positive, raise question immunity",8,2020-04-15 18:26:36.800000000,22_korea_south_south korea_north korea
23,"iran, detect, device, bomb, away second",7,2020-04-15 18:26:36.800000000,23_iran_coronavirus_sanction_iran corona...
24,"ship, cruise, crew, cruise ship, chinese captain",7,2020-04-15 18:26:36.800000000,24_cruise_ship_cruise ship_passengers
25,"climate, carbon, emissions, indonesia win, emissions cut",3,2020-04-15 18:26:36.800000000,25_climate_carbon_emissions_climate chan...
26,"facebook, safe platform, zoom, platform, users",8,2020-04-15 18:26:36.800000000,26_facebook_youtube_google_zoom
27,"washington quietly, slam washington, quietly transfer national, quietly transfer, caracas slam washington",2,2020-04-15 18:26:36.800000000,27_venezuela_maduro_venezuelan_coup
28,"russia, putin, record, case, coronavirus case",12,2020-04-15 18:26:36.800000000,28_russia_putin_moscow_coronavirus
29,"vaccine, vaccine kill, children senegal, vaccine kill seven, senegal africa",6,2020-04-15 18:26:36.800000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, drive oil, storage fear, fear drive, drive oil oil",2,2020-04-15 18:26:36.800000000,30_oil_price_oil price_saudi
31,"ice, melt, mountain pass, sea level rise, level rise",7,2020-04-15 18:26:36.800000000,31_ice_antarctica_melt_warm
32,"india, covid, quarantine, jamaat, foreign tourists",8,2020-04-15 18:26:36.800000000,32_india_coronavirus_lockdown_covid
33,"germany take afghan, save boat adrift, boat adrift months, adrift months bangladesh, boat adrift",2,2020-04-15 18:26:36.800000000,33_greece_greek_migrants_turkey
34,"earth, nasa, size habitable zone, size habitable, earth size habitable",6,2020-04-15 18:26:36.800000000,34_earth_nasa_asteroid_star
35,"congress president trump, president trump threaten, adjourn chamber congress, threaten adjourn chamber, trump threaten adjourn",3,2020-04-15 18:26:36.800000000,35_impeachment_trump_trial_witness
37,"economical, coronavirus crisis airlines, south african airways, economical impact, ago south african",1,2020-04-15 18:26:36.800000000,37_amazon_airlines_flight_airline
38,"strike japan coast, strike japan, japan coast, coast usgs, quake strike japan",1,2020-04-15 18:26:36.800000000,38_earthquake_magnitude_magnitude earthq...
39,"offer biden run, offer biden, biden run, biden run mate, hillary offer",1,2020-04-15 18:26:36.800000000,39_sanders_bernie_bernie sanders_sanders...
40,"nova, nova scotia, scotia, shoot, canada",15,2020-04-15 18:26:36.800000000,40_gun_shoot_assault_canada
-1,"coronavirus, covid, say, pandemic, trump",424,2020-04-20 04:12:43.000000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, kong",106,2020-04-20 04:12:43.000000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, ramadan, lockdown, mosques, india",57,2020-04-20 04:12:43.000000000,1_pakistan_india_school_coronavirus
2,"iran, military satellite, satellite, launch military satellite, launch",16,2020-04-20 04:12:43.000000000,2_iran_iraq_soleimani_iranian
3,"death, mortality, die, coronavirus, death toll",19,2020-04-20 04:12:43.000000000,3_putin_death_toll_death toll
4,"trump, immigration, suspend immigration, suspend, temporarily suspend immigration",43,2020-04-20 04:12:43.000000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, face, fema, kit",26,2020-04-20 04:12:43.000000000,5_mask_face mask_face_ventilators
6,"coronavirus, warn, fart, health, pandemic",20,2020-04-20 04:12:43.000000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, west bank, hand grenade, find hand grenade, find hand",13,2020-04-20 04:12:43.000000000,7_israel_palestinian_netanyahu_israeli
8,"cat, animals, meat, dog, pet",32,2020-04-20 04:12:43.000000000,8_dog_animals_meat_cat
9,"italy, ambitious scheme, scheme reduce, reduce car use, announce ambitious scheme",4,2020-04-20 04:12:43.000000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, things, outbreak crisis give",5,2020-04-20 04:12:43.000000000,10_johnson_boris_boris johnson_brexit
11,"tax, income, recession, basic income, basic",11,2020-04-20 04:12:43.000000000,11_stock_economy_recession_market
12,"djamena, air force djamena, accidently fire chadian, rocket accidently fire, accidently fire",1,2020-04-20 04:12:43.000000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazil, president, jair, jair bolsonaro",17,2020-04-20 04:12:43.000000000,13_brazil_bolsonaro_brazilian_president
14,"kim, north, jong, kim jong, korean",53,2020-04-20 04:12:43.000000000,14_kim_jong_kim jong_north
15,"australian, site, bushfire, men set, know victims",3,2020-04-20 04:12:43.000000000,15_australia_bushfires_australian_fire
16,"japan, olympics, osaka, japanese, tokyo",11,2020-04-20 04:12:43.000000000,16_japan_tokyo_olympics_japanese
17,"trudeau, canada, covid, benefit, teksavvy",10,2020-04-20 04:12:43.000000000,17_canada_trudeau_canadian_covid
18,"taiwan, air, china, switch taiwan, delay china deny",8,2020-04-20 04:12:43.000000000,18_taiwan_china_tsai_support taiwan
19,"holocaust, activists disrupt, activists disrupt holocaust, disrupt holocaust, memorial",8,2020-04-20 04:12:43.000000000,19_germany_german_far right_right
20,"mexican president tell, food end crime, tell gang, president tell gang, crime instead",6,2020-04-20 04:12:43.000000000,20_mexico_mexican_border_drug
21,"mozambique, islamist, villagers, taliban, kill",6,2020-04-20 04:12:43.000000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, korean, south korean, north",6,2020-04-20 04:12:43.000000000,22_korea_south_south korea_north korea
23,"iran, scientists scoff iran, scoff iran, say handheld device, say handheld",7,2020-04-20 04:12:43.000000000,23_iran_coronavirus_sanction_iran corona...
24,"ship, cruise ship earth, finally come home, earth finally come, finally come",4,2020-04-20 04:12:43.000000000,24_cruise_ship_cruise ship_passengers
25,"produce, plant, exacerbate market, produce record, gin clear sky",3,2020-04-20 04:12:43.000000000,25_climate_carbon_emissions_climate chan...
26,"google, facebook, content, youtube, youtube ceo",13,2020-04-20 04:12:43.000000000,26_facebook_youtube_google_zoom
27,"venezuela, maduro, immediately end, virus argentina, cuba covid crisis",5,2020-04-20 04:12:43.000000000,27_venezuela_maduro_venezuelan_coup
28,"russia, putin, moscow, coronavirus crisis, parade moscow russia",6,2020-04-20 04:12:43.000000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, covid vaccine, people thursday, thursday",12,2020-04-20 04:12:43.000000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, price, oil price, barrel, crude",41,2020-04-20 04:12:43.000000000,30_oil_price_oil price_saudi
31,"ice, ice free, summer, arctic, ice free summer",8,2020-04-20 04:12:43.000000000,31_ice_antarctica_melt_warm
32,"india, lower mortality rate, lower mortality, mortality rate, mortality",5,2020-04-20 04:12:43.000000000,32_india_coronavirus_lockdown_covid
34,"earth, star, galaxies, orbit, asteroid",5,2020-04-20 04:12:43.000000000,34_earth_nasa_asteroid_star
35,"bankruptcy remark, bipartisan backlash state, mcconnell spark bipartisan, spark bipartisan backlash, bipartisan backlash",1,2020-04-20 04:12:43.000000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, greta thunberg call, thunberg call",3,2020-04-20 04:12:43.000000000,36_greta_thunberg_greta thunberg_climate
37,"virgin, virgin australia, airline, perth airport, australia",10,2020-04-20 04:12:43.000000000,37_amazon_airlines_flight_airline
38,"earthquake, northern japan, eruptions, magnitude, tsunami",2,2020-04-20 04:12:43.000000000,38_earthquake_magnitude_magnitude earthq...
39,"elizabeth warrens brother, warrens brother die, die thing, warrens brother, die thing name",1,2020-04-20 04:12:43.000000000,39_sanders_bernie_bernie sanders_sanders...
40,"shoot, mass shoot, scotia, nova, nova scotia",21,2020-04-20 04:12:43.000000000,40_gun_shoot_assault_canada
41,"huawei, huawei foreign, huawei catch, bring communications mount, catch claim",3,2020-04-20 04:12:43.000000000,41_huawei_network_giant huawei_giant
42,"dunn, senior civil, basis apparently illogical, apparently illogical interpretation, britain agree",1,2020-04-20 04:12:43.000000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, say, videos, ufo videos",332,2020-04-24 13:58:49.200000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, beijing, wuhan",134,2020-04-24 13:58:49.200000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, ramadan, new zealand, zealand, new",58,2020-04-24 13:58:49.200000000,1_pakistan_india_school_coronavirus
2,"iran, arm embargo, embargo, turkey, attack",14,2020-04-24 13:58:49.200000000,2_iran_iraq_soleimani_iranian
3,"toll, death, death toll, putin, coronavirus",34,2020-04-24 13:58:49.200000000,3_putin_death_toll_death toll
4,"trump, brief, coronavirus, trump hold, postal",13,2020-04-24 13:58:49.200000000,4_trump_coronavirus_fund_white house
5,"mask, face, face mask, wear, protective",26,2020-04-24 13:58:49.200000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, coronavirus case, million, pandemic",22,2020-04-24 13:58:49.200000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, annexation, west bank, netanyahu, west",17,2020-04-24 13:58:49.200000000,7_israel_palestinian_netanyahu_israeli
8,"meat, plant, dog, food supply, animals",25,2020-04-24 13:58:49.200000000,8_dog_animals_meat_cat
9,"italy, prohibit installation, mayor messina, installation, messina",8,2020-04-24 13:58:49.200000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris johnson, boris, return work, return",8,2020-04-24 13:58:49.200000000,10_johnson_boris_boris johnson_brexit
11,"home, collapse, economy, wipe internet, sales plunge significant",10,2020-04-24 13:58:49.200000000,11_stock_economy_recession_market
12,"space, general accuse authorise, russian general accuse, space space, space space force",2,2020-04-24 13:58:49.200000000,12_plane_crash_iran_ukrainian
13,"brazil, bolsonaro, justice minister, jair, jair bolsonaro",18,2020-04-24 13:58:49.200000000,13_brazil_bolsonaro_brazilian_president
14,"kim, jong, kim jong, north, korean",87,2020-04-24 13:58:49.200000000,14_kim_jong_kim jong_north
15,"continental, arsonists turn, arsonists turn continental, turn continental europe, continental europe",1,2020-04-24 13:58:49.200000000,15_australia_bushfires_australian_fire
16,"japan, olympics, tokyo, tokyo olympics, japan couple grow",10,2020-04-24 13:58:49.200000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, trudeau say, life, owner",9,2020-04-24 13:58:49.200000000,17_canada_trudeau_canadian_covid
18,"taiwan, ministerial, duterte, deport, china",12,2020-04-24 13:58:49.200000000,18_taiwan_china_tsai_support taiwan
19,"anti lockdown, police arrest, berlin police arrest, merkel ban life, angela merkel ban",8,2020-04-24 13:58:49.200000000,19_germany_german_far right_right
20,"mexico, pro girlfriend kill, fentanyl originate wuhan, go break coronavirus, guatemala coronavirus",3,2020-04-24 13:58:49.200000000,20_mexico_mexican_border_drug
21,"kill civilians, somalia, civilians, air strike admit, strike admit kill",5,2020-04-24 13:58:49.200000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, say south korea, say south",6,2020-04-24 13:58:49.200000000,22_korea_south_south korea_north korea
23,"false belief, belief, false, cure, belief drink",2,2020-04-24 13:58:49.200000000,23_iran_coronavirus_sanction_iran corona...
24,"navy, ship, cruise, navy destroyer, captain fire virus",6,2020-04-24 13:58:49.200000000,24_cruise_ship_cruise ship_passengers
25,"carbon, climate, emissions, power, crash covid",5,2020-04-24 13:58:49.200000000,25_climate_carbon_emissions_climate chan...
26,"facebook, google, messenger, content, youtube",9,2020-04-24 13:58:49.200000000,26_facebook_youtube_google_zoom
27,"food fuel, erupt venezuela countryside, countryside food fuel, food fuel scarcity, fuel scarcity",1,2020-04-24 13:58:49.200000000,27_venezuela_maduro_venezuelan_coup
28,"russia, rise, rise coronavirus, see record rise, russia see record",6,2020-04-24 13:58:49.200000000,28_russia_putin_moscow_coronavirus
29,"vaccine, covid vaccine, coronavirus vaccine, world leaders, world",10,2020-04-24 13:58:49.200000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, oil price, price, crude, saudi",6,2020-04-24 13:58:49.200000000,30_oil_price_oil price_saudi
32,"india, coronavirus trend, trend, mortality, rat",6,2020-04-24 13:58:49.200000000,32_india_coronavirus_lockdown_covid
33,"turkish, greece, greek, condition greek island, cities pledge",2,2020-04-24 13:58:49.200000000,33_greece_greek_migrants_turkey
34,"earth, look like wear, like wear face, like wear, asteroid",5,2020-04-24 13:58:49.200000000,34_earth_nasa_asteroid_star
37,"amazon, airways cut, airways cut job, british airways cut, cut job",6,2020-04-24 13:58:49.200000000,37_amazon_airlines_flight_airline
38,"volcano, white island, eruption, sue royal caribbean, sue royal",4,2020-04-24 13:58:49.200000000,38_earthquake_magnitude_magnitude earthq...
40,"mass shoot, mass, shoot, wary stricter gun, impersonator assault girlfriend",3,2020-04-24 13:58:49.200000000,40_gun_shoot_assault_canada
41,"huawei, deal online china, china arrest huawei, huawei staff talk, huawei staff",6,2020-04-24 13:58:49.200000000,41_huawei_network_giant huawei_giant
42,"assange, julian assange, julian, delay, extradition",3,2020-04-24 13:58:49.200000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, china, say, australia",333,2020-04-28 23:44:55.400000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, trump",118,2020-04-28 23:44:55.400000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, india, religious, religious freedom, new zealand",45,2020-04-28 23:44:55.400000000,1_pakistan_india_school_coronavirus
2,"iran, turkish, portrayal fictional, portrayal, fictional",10,2020-04-28 23:44:55.400000000,2_iran_iraq_soleimani_iranian
3,"death, coronavirus death data, release coronavirus death, death data, coronavirus death",14,2020-04-28 23:44:55.400000000,3_putin_death_toll_death toll
4,"trump, trump say see, say see evidence, say see, come wuhan lab",22,2020-04-28 23:44:55.400000000,4_trump_coronavirus_fund_white house
5,"mask, ventilators, chinese ventilators, wear, wear mask",16,2020-04-28 23:44:55.400000000,5_mask_face mask_face_ventilators
6,"coronavirus, emergency, twice, coronavirus scientists conclude, people infect twice",12,2020-04-28 23:44:55.400000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, israeli efforts help, efforts help trump, redact fbi, israeli efforts",11,2020-04-28 23:44:55.400000000,7_israel_palestinian_netanyahu_israeli
